Gene_ID	Roots_Control_full_fertilizer	Roots_Control_water	Roots_Ammonium_stress	Roots_Nitrate_stress	Roots_Urea_stress	Shoots_Control_full_fertilizer	Shoots_Control_water	Shoots_Ammonium_stress	Shoots_Nitrate_stress	Shoots_Urea_stress
Sobic.002G286900	206.888	155.998	239.843	264.01	253.822	176.612	157.805	207.15	204.885	168.865
Sobic.002G287000	10.744	7.218	5.418	3.084	4.226	0.822	0.164	0.086	0.038	0.059
Sobic.002G287100	0.249	0.339	0.237	0.173	0.418	0	0.009	0	0	0
Sobic.002G287201	0	0	0	0	0	0	0	0	0	0
Sobic.002G287300	0.011	0.028	0.019	0.01	0.006	0.441	0.261	0.382	0.315	0.369
Sobic.002G287400	16.848	65.593	20.033	19.879	18.376	5.171	17.424	6.852	6.109	6.424
Sobic.002G287500	0.301	0.298	0.205	0.197	0.199	0.309	0.315	0.27	0.29	0.213
Sobic.002G287600	0.036	0.04	0	0.033	0.044	0.021	0.021	0	0.019	0.021
Sobic.002G287750	0.48	0.736	0.393	0.489	0.539	0.536	0.85	0.463	0.636	0.525
Sobic.002G287900	0.888	0.826	0.725	0.788	0.699	1.381	1.396	1.028	0.422	0.901
Sobic.002G288000	7.286	11.888	7.82	8.502	8.449	9.308	12.086	9.749	9.391	9.95
Sobic.002G288100	0.392	0.333	0.373	0.619	0.603	0.433	0.479	0.81	0.662	0.721
Sobic.002G288200	16.89	17.821	18.383	16.988	16.469	16.084	26.271	18.211	15.415	16.588
Sobic.002G288300	0.766	1.145	0.573	0.855	0.351	955.466	299.566	391.717	125.65	269.796
Sobic.002G288400	0	0	0	0	0	0	0	0	0	0
Sobic.002G288500	0.007	0.117	0.018	0.028	0.008	0	0	0	0	0
Sobic.002G288600	0	0	0	0	0	0	0	0	0	0
Sobic.002G288700	0	0	0	0	0	0	0	0	0	0
Sobic.002G288800	0.035	0.064	0.007	0.075	0.03	0.198	0.332	0.353	0.28	0.322
Sobic.002G288900	37.519	39.896	40.304	38.969	36.996	22.637	28.547	20.866	18.358	18.059
Sobic.002G289000	2.099	2.311	1.503	1.842	1.984	1.228	1.103	0.712	0.508	0.752
Sobic.002G289100	0	0.025	0.079	0	0.027	1.192	0.671	0.469	0.27	0.2
Sobic.002G289200	0	0	0	0	0	0	0	0	0	0
Sobic.002G289250	0	0	0	0	0	0	0	0	0	0
Sobic.002G289300	0.009	0.157	0.02	0.015	0.009	0	0	0	0	0
Sobic.002G289350	0.256	0.325	0.47	0.434	0.284	0.279	0.33	0.495	0.353	0.529
Sobic.002G289400	1.412	4.204	2.292	2.095	1.803	3.142	4.454	5.744	7.267	7.181
Sobic.002G289500	3.683	16.297	4.35	3.601	3.156	0.007	0.06	0	0.02	0.024
Sobic.002G289601	0	0	0	0	0	0	0	0	0	0
Sobic.002G289701	0	0.008	0.005	0	0.014	0.22	0.094	0.038	0.06	0.047
Sobic.002G289800	17.434	14.296	20.452	25.218	24.12	29.73	29.558	36.804	37.675	41.731
Sobic.002G289900	0.344	0.429	0.313	0.375	0.338	0.396	0.064	0.025	0.059	0.053
Sobic.002G290000	1.909	1.559	1.844	1.899	1.8	1.888	0.86	1.671	1.79	1.815
Sobic.002G290100	1.905	3.141	1.912	1.922	2.189	3.23	2.67	2.436	2.569	2.755
Sobic.002G290300	12.678	15.927	13.121	13.228	12.259	11.257	13.071	10.053	11.401	10.809
Sobic.002G290400	9.734	19.346	12.092	13.276	12.04	6.066	14.305	12.16	12.509	13.516
Sobic.002G290500	2.107	4.515	1.616	1.7	1.549	0.07	0.059	0.142	0.103	0.088
Sobic.002G290600	0.009	0.011	0	0.008	0.01	0.009	0	0	0.009	0.01
Sobic.002G290700	0.011	0.062	0.035	0.059	0.06	0.215	0.13	0.148	0.156	0.258
Sobic.002G290800	1.828	0.967	1.661	1.008	1.796	1.564	0.915	0.997	1.103	0.906
Sobic.002G290900	1.478	1.135	1.437	0.845	1.142	2.468	3.092	3.368	2.946	2.885
Sobic.002G291000	0.556	0.532	0.116	0.219	0.318	0.197	0.45	0.337	0.381	0.251
Sobic.002G291066	40.928	49.48	45.725	41.983	66.776	69.364	57.217	74.984	76.455	109.271
Sobic.002G291132	0.037	0.011	0.014	0.048	0.038	0	0.01	0	0.008	0.016
Sobic.002G291200	290.382	182.552	332.665	333.833	367.429	279.898	287.081	342.923	347.616	321.737
Sobic.002G291300	20.29	23.327	14.659	13.65	13.873	20.811	18.05	17.465	19.86	19.377
Sobic.002G291350	0	0	0	0	0	0	0	0	0	0
Sobic.002G291400	14.015	10.184	11.254	11.548	11.009	12.466	8.089	8.435	9.013	8.17
Sobic.002G291500	8.56	9.071	8.052	6.843	6.987	7.519	15.579	14.505	12.903	10.743
Sobic.002G291600	18.24	16.327	16.247	17.852	15.819	15.106	22.352	16.892	14.525	14.667
Sobic.002G291700	0.071	0.228	0.138	0.212	0.212	13.249	5.614	13.589	20.704	20.202
Sobic.002G291800	0.983	2.703	2.854	2.526	2.221	2.948	22.403	14.038	15.433	15.95
Sobic.002G291850	0	0	0	0	0	0	0	0	0.042	0
Sobic.002G291900	0.349	0.27	0.177	0.023	0.142	0.316	0	0.031	0.193	0.068
Sobic.002G292000	0	0	0	0	0	0	0	0	0	0
Sobic.002G292100	8.281	14.987	8.955	8.395	8.016	6.949	21.111	21.026	27.461	31.59
Sobic.002G292200	1.631	1.295	1.211	1.318	1.639	2.157	1.277	2.233	2.81	3.324
Sobic.002G292300	0.357	0.516	0.604	0.586	0.581	0.225	0.371	0.481	0.568	0.381
Sobic.002G292400	1.505	1.723	1.312	2.009	1.517	1.464	5.046	2.605	3.024	2.994
Sobic.002G292500	1.62	0.833	1.831	1.073	1.217	0.227	0.326	0.395	0.265	0.383
Sobic.002G292600	7.682	12.658	5.515	5.753	5.373	4.473	5.782	3.05	2.165	2.848
Sobic.002G292700	0.23	0.105	0.218	0.367	0.403	0.536	0.295	0.222	0.399	0.289
Sobic.002G292800	4.197	5.667	4.357	3.91	4.401	9.146	6.645	6.817	8.201	7.932
Sobic.002G292900	14.933	13.666	14.116	13.872	12.892	12.367	10.294	8.661	8.505	8.253
Sobic.002G293000	9.043	9.281	6.313	5.59	7.043	7.366	5.834	6.337	6.136	6.932
Sobic.002G293100	1.651	0.828	1.278	1.46	1.929	0.34	0.322	0.274	0.24	0.374
Sobic.002G293200	50.9	40.014	55.865	45.409	53.753	40.782	44.619	39.844	41.115	36.162
Sobic.002G293300	30.041	42.907	36.453	35.799	35.455	15.804	28.801	27.751	26.79	28.822
Sobic.002G293400	48.801	46.825	73.543	73.836	75.2	73.156	70.274	81.822	87.91	66.969
Sobic.002G293500	1.119	3.092	1.733	1.62	1.554	14.738	44.804	32.169	35.455	35.658
Sobic.002G293600	7.666	6.946	8.372	9.189	8.174	22.428	10.658	14.189	21.352	16.462
Sobic.002G293700	5.148	6.796	6.115	6.128	6.625	17.787	11.244	11.217	12.412	13.886
Sobic.002G293800	4.565	3.717	5.375	5.378	5.474	6.648	5.968	8.431	9.172	8.971
Sobic.002G293900	1.059	1.099	0.918	1.025	1.536	0.903	1.525	1.612	1.422	1.627
Sobic.002G293950	0.522	2.118	0.992	0.378	4.723	0	0.028	0	0	0
Sobic.002G294000	0.269	0.63	0.575	0.37	0.392	0.063	0.19	0.083	0.014	0.096
Sobic.002G294100	10.6	12.091	11.891	11.243	12.193	8.359	9.162	7.963	7.628	8.52
Sobic.002G294200	164.853	180.216	172.26	165.281	158.904	79.737	107.329	74.608	62.074	62.656
Sobic.002G294300	0.952	0.585	0.811	0.468	1.081	3.17	1.691	3.488	3.424	4.763
Sobic.002G294400	15.128	16.759	17.459	16.987	18.075	10.549	18.006	12.595	10.817	11.106
Sobic.002G294500	128.521	108.541	113.902	124.196	121.369	107.928	158.563	159.97	138.346	162.992
Sobic.002G294600	0.278	0.471	0.397	0.3	0.343	0.021	0.288	0.519	0.436	0.64
Sobic.002G294700	27.423	25.753	22.877	22.524	20.983	12.853	18.954	14.655	13.829	15.091
Sobic.002G294800	32.928	38.071	31.797	32.575	29.427	24.899	32.859	26.603	25.521	26.639
Sobic.002G294900	2.11	2.167	1.913	1.966	1.919	2.711	2.07	1.269	1.501	1.662
Sobic.002G295000	0.232	0.261	0.284	0.135	0.1	0.052	0.105	0.114	0.032	0.093
Sobic.002G295100	10.402	15.162	15.583	15.828	15.396	53.873	86.013	100.485	89.295	96.664
Sobic.002G295200	0	0	0	0	0	0.011	0.012	0	0	0
Sobic.002G295300	0	0	0	0	0.018	0.016	0	0.018	0.031	0
Sobic.002G295400	0	0	0	0	0	0	0.02	0	0.018	0
Sobic.002G295500	8.315	11.296	9.871	10.324	9.565	9.236	10.014	8.32	7.734	8.268
Sobic.002G295550	0	0	0	0	0	0.013	0	0	0	0
Sobic.002G295600	0	0	0	0	0	0.056	0.056	0	0	0.019
Sobic.002G295700	40.006	42.751	42.838	43.695	39.488	27.744	29.268	25.327	24.996	23.252
Sobic.002G295800	0.255	0.248	0.213	0.397	0.304	0.714	0.664	0.65	0.772	0.812
Sobic.002G295900	20.372	16.331	23.762	24.161	26.289	10.916	7.464	8.074	8.981	7.75
Sobic.002G296000	7.082	6.865	9.031	10.27	8.673	10.752	9.634	14.882	16.816	15.863
Sobic.002G296100	1.288	1.718	1.193	1.435	1.334	7.029	3.139	3.179	3.992	3.368
Sobic.002G296200	93.785	74.036	100.385	89.174	111.361	86.135	78.194	86.486	86.123	83.774
Sobic.002G296300	19.47	20.354	19.101	19.458	21.091	16.244	25.891	15.321	16.975	14.596
Sobic.002G296400	4.921	4.838	5.801	5.996	6.514	7.912	7.056	6.039	5.807	5.773
Sobic.002G296500	1.296	1.925	1.097	1.594	1.87	3.175	3.101	1.783	2.997	2.26
Sobic.002G296600	14.887	32.74	15.17	13.259	14.77	24.683	29.283	19.756	18.236	16.851
Sobic.002G296800	0.082	0.44	0.065	0.191	0.109	2.722	2.238	2.15	2.008	2.19
Sobic.002G296900	0.447	1.578	0.864	0.77	1.116	7.03	8.549	7.235	10.44	8.277
Sobic.002G297000	28.852	38.852	39.144	32.894	32.974	22.502	27.046	27.269	28.469	27.452
Sobic.002G297100	2.237	1.191	1.889	1.147	1.394	1.411	0.364	0.596	0.708	0.886
Sobic.002G297200	23.785	29.733	22.911	22.065	22.676	25.947	28.196	19.392	19.111	20.279
Sobic.002G297300	0.193	0.104	0.154	0.331	0.251	68.069	20.104	43.591	48.115	37.633
Sobic.002G297400	2.598	4.204	2.94	3.454	3.509	47.254	15.577	30.523	43.821	33.299
Sobic.002G297500	5.379	4.515	6.538	7.397	7.317	3.898	1.698	2.912	3.284	3.423
Sobic.002G297600	3.84	4.323	4.107	3.924	4.582	3.533	5.194	3.52	3.609	3.128
Sobic.002G297700	34.014	34.051	34.654	28.881	31.067	25.286	37.834	33.798	26.2	25.222
Sobic.002G297800	16.486	19.508	14.449	16.538	15.208	28.077	33.701	25.006	24.685	25.969
Sobic.002G297900	2.119	2.082	3.261	3.116	3.538	21.861	17.137	29.273	37.619	26.12
Sobic.002G298100	8.379	9.988	8.151	8.52	7.792	7.682	10.828	7.253	8.989	7.369
Sobic.002G298201	0	0.011	0.005	0.005	0	0	0	0	0	0.006
Sobic.002G298300	17.443	16.018	18.712	19.284	18.855	13.531	14.22	12.206	13.07	11.367
Sobic.002G298400	0	0	0	0	0.013	1.071	0.222	0.345	0.692	1.287
Sobic.002G298500	0.084	0.116	0.043	0.084	0.032	0.012	0	0	0	0
Sobic.002G298600	0	0.019	0	0	0	0	0	0	0	0
Sobic.002G298700	0.725	0.897	0.563	0.543	0.588	0.602	0.527	0.38	0.443	0.409
Sobic.002G298800	0.771	1.289	0.861	0.682	0.868	15.273	18.726	19.993	23.691	23.085
Sobic.002G298900	1.645	1.366	1.814	2.195	2.005	2.648	3.156	2.519	2.661	2.24
Sobic.002G299000	21.459	22.333	19.88	19.299	18.913	20.87	19.681	15.881	16.193	14.625
Sobic.002G299100	8.187	9.175	7.246	7.831	7.11	9.024	9.583	8.571	9.575	8.82
Sobic.002G299200	0.342	0.245	0.33	0.306	0.172	0.714	0.878	0.471	0.401	0.652
Sobic.002G299300	9.289	17.347	10.118	8.259	9.262	2.513	4.737	2.967	2.645	3.392
Sobic.002G299400	2.336	3.42	2.499	2.145	2.097	1.647	1.937	1.344	1.271	1.257
Sobic.002G299500	1.698	1.065	1.352	1.69	1.316	2.01	1.799	1.718	1.683	1.784
Sobic.002G299600	16.669	16.821	18.143	17.181	17.218	9.739	11.288	10.076	10.002	8.873
Sobic.002G299700	14.506	14.945	16.655	15.45	16.217	13.821	17.343	12.252	13.774	12.337
Sobic.002G299800	0.482	0.319	0.418	0.348	0.542	0.682	0.692	0.841	0.912	0.815
Sobic.002G299900	0.416	0.097	0.164	0.155	0.15	5.668	4.284	5.586	7.156	6.859
Sobic.002G300000	2.667	1.093	1.755	1.82	2.004	1.819	3.057	1.982	1.795	2.506
Sobic.002G300100	0.015	0	0	0	0.033	2.475	2.583	2.879	3.746	3.774
Sobic.002G300300	34.137	21.569	39.781	38.55	39.297	18.432	21.869	22.199	23.464	16.719
Sobic.002G300400	14.582	1.154	11.165	10.989	14.759	16.406	0.42	4.83	5.294	4.966
Sobic.002G300500	1.828	1.733	1.816	1.606	1.956	1.839	1.589	1.258	1.55	1.287
Sobic.002G300600	0.127	1.633	0.623	0.735	0.749	18.694	22.145	30.621	39.887	32.555
Sobic.002G300700	56.175	60.824	57.527	52.889	50.534	51.994	67.937	53.554	53.429	48.748
Sobic.002G300800	0	0	0	0	0	0	0	0	0	0
Sobic.002G300850	0	0	0	0	0	0	0	0	0	0
Sobic.002G300900	0	0	0	0	0	0	0	0	0	0
Sobic.002G300950	0	0	0	0.021	0	0	0.027	0	0.08	0
Sobic.002G301000	3.421	5.83	4.358	3.436	3.396	9.39	14.98	11.24	12.581	11.362
Sobic.002G301100	54.406	56.733	57.374	56.043	55.883	52.463	70.067	47.343	48.976	43.317
Sobic.002G301200	69.313	82.249	78.348	69.951	69.657	72.291	65.589	59.217	61.725	54.048
Sobic.002G301300	34.584	35.412	34.469	31.553	30.531	29.53	41.768	28.313	26.478	24.8
Sobic.002G301400	8.928	10.79	9.448	8.362	7.732	9.293	8.697	8.262	7.461	5.804
Sobic.002G301500	14.499	15.233	10.031	11.199	10.746	5.476	6.574	3.596	4.267	4.535
Sobic.002G301600	13.688	11.584	16.214	16.654	17.655	19.959	18.562	23.919	25.37	26.781
Sobic.002G301700	12.143	10.937	16.188	15.58	17.174	34.686	34.444	44.374	51.023	51.256
Sobic.002G301800	8.725	11.414	8.085	8.419	7.804	5.631	6.478	3.897	3.512	4.277
Sobic.002G301900	39.426	12.74	33.237	25.656	29.773	0.658	0.348	0.183	0.132	0.281
Sobic.002G302000	5.77	1.029	2.518	2.531	2.706	10.476	9.979	9.774	8.084	12.065
Sobic.002G302100	0	0	0	0	0.029	1.106	0.333	0.911	1.494	1.506
Sobic.002G302200	0	0	0	0	0	0	0	0	0	0
Sobic.002G302300	0.01	0.031	0.016	0.016	0.061	0.011	0.01	0.039	0.019	0.034
Sobic.002G302400	0.024	0.037	0.028	0.01	0	0.171	0.097	0.25	0.144	0.17
Sobic.002G302500	5.462	5.518	4.737	4.68	3.282	0.353	0.572	0.448	0.449	0.575
Sobic.002G302600	1.098	1.107	1.039	1.159	1.016	2.01	1.695	1.778	2.09	1.961
Sobic.002G302700	4.018	4.712	4.258	4.443	4.98	5.211	7.116	5.376	6.125	5.56
Sobic.002G302800	4.671	3.846	5.515	5.407	5.843	3.29	3.712	3.166	2.693	2.69
Sobic.002G302900	4.693	7.184	5.198	5.16	4.951	10.649	21.601	17.821	15.644	16.419
Sobic.002G303000	3.223	5.106	3.368	3.395	3.083	1.712	2.68	1.393	1.361	1.535
Sobic.002G303100	5.951	7.863	6.99	6.227	5.738	4.119	9.569	4.637	4.562	4.761
Sobic.002G303200	1.944	2.135	1.92	1.666	2.35	3.122	3.544	2.073	1.693	1.562
Sobic.002G303300	56.005	89.726	66.962	60.185	53.622	74.363	89.346	62.634	47.299	58.997
Sobic.002G303400	0	0	0	0	0	0	0	0.028	0	0
Sobic.002G303500	0.067	0.078	0.071	0.036	0.11	0.238	0.057	0.147	0.137	0.104
Sobic.002G303600	43.605	45.835	43.818	39.692	39.359	38.027	38.279	40.062	38.175	38.242
Sobic.002G303700	73.745	24.832	60.214	59.099	58.101	4.438	3.367	7.64	5.762	8.935
Sobic.002G303800	4.564	3.553	4.425	4.492	5.014	3.107	1.24	2.779	3.268	2.501
Sobic.002G303900	0.032	0.698	0.405	0.161	0.215	0.022	0.102	0.045	0.053	0.067
Sobic.002G303950	0.959	1.79	0.578	0.268	0.537	0.131	0.468	0.142	0.097	0.171
Sobic.002G304000	64.434	89.153	56.439	54.801	63.559	47.758	40.184	22.864	20.363	22.157
Sobic.002G304100	11.485	10.866	13.462	12.872	12.641	42.461	35.774	52.463	67.091	54.93
Sobic.002G304200	0	0	0	0	0	0	0	0.036	0	0
Sobic.002G304300	0.022	0.013	0.009	0	0	0	0	0	0	0.009
Sobic.002G304400	4.548	2.269	4.555	4.806	5.062	3.508	2.044	3.003	3.429	3.189
Sobic.002G304500	1.508	1.794	2.521	2.195	2.038	1.273	1.248	1.737	1.671	1.728
Sobic.002G304600	0.023	0.03	0.041	0	0.029	0	0	0	0.088	0
Sobic.002G304700	10.431	12.27	11.656	10.223	10.472	9.042	14.437	7.368	8.155	7.217
Sobic.002G304801	0	0.082	0.031	0.052	0.029	0.117	0.015	0.071	0.014	0.049
Sobic.002G304900	105.52	77.895	105.867	126.876	129.682	71.345	61.586	65.384	66.389	66.799
Sobic.002G305000	35.674	38.424	28.356	26.927	24.163	39.271	58.009	37.503	28.87	30.374
Sobic.002G305100	0.783	0.913	0.961	0.845	1.031	1.298	1.345	1.219	1.022	0.996
Sobic.002G305200	0	0	0	0	0	0	0	0	0	0
Sobic.002G305300	0	0	0	0	0	0	0	0	0	0
Sobic.002G305400	0	0	0	0	0	0	0	0	0	0
Sobic.002G305500	0.011	0.056	0.035	0.047	0.012	0.09	0.228	0.051	0.027	0.034
Sobic.002G305600	0.022	0.046	0.037	0.044	0.061	0.039	0.103	0.486	0.379	0.879
Sobic.002G305700	0.152	0.037	0	0.191	0.14	50.767	24.182	62.771	103.359	67.634
Sobic.002G305750	0	0	0	0	0	0.018	0.009	0	0.008	0
Sobic.002G305800	0	0	0	0	0	0	0	0	0	0
Sobic.002G305900	0.913	1.38	1.352	0.991	1.007	0.354	0.537	0.355	0.558	0.406
Sobic.002G306000	40.304	43.071	38.296	35.927	33.981	25.876	44.592	28.046	25.142	28.152
Sobic.002G306100	19.286	17.6	22.357	20.506	21.793	14.34	16.594	14.679	16.348	13.174
Sobic.002G306201	0.761	1.188	1.36	1.393	1.603	29.7	14.414	31.178	41.08	34.711
Sobic.002G306300	23.54	26.283	24.714	23.195	22.518	62.958	37.998	42.563	39.25	38.606
Sobic.002G306400	37.893	36.21	34.136	37.578	37.687	33.273	35.634	28.567	30.317	28.352
Sobic.002G306500	2.743	2.737	2.381	3.156	2.642	4.767	6.286	4.478	4.231	5.067
Sobic.002G306600	19.71	14.284	22.003	19.787	19.138	16.267	15.793	16.018	16.557	12.801
Sobic.002G306700	48.497	48.476	41.126	34.663	36.453	14.623	13.661	11.087	11.161	10.114
Sobic.002G306800	0.009	0	0.059	0.007	0.025	2.31	4.391	6.703	8.55	9.653
Sobic.002G306900	518.173	293.126	546.922	511.182	546.246	307.753	511.183	733.315	709.865	682.118
Sobic.002G307000	0	0	0	0	0	0	0	0	0	0
Sobic.002G307100	0	0	0	0	0	0	0	0	0	0
Sobic.002G307200	0	0	0	0	0	0	0	0	0	0
Sobic.002G307300	0	0	0	0	0	0	0	0	0	0
Sobic.002G307400	0	0	0	0	0.012	0.04	0.027	0.049	0.026	0.052
Sobic.002G307500	0.122	0.068	0.177	0.05	0.103	0.084	0.108	0.157	0.204	0.157
Sobic.002G307600	109.73	159.012	111.381	103.13	103.212	82.631	150.361	59.841	93.97	103.954
Sobic.002G307700	0.145	0.052	0.048	0.073	0.131	0	0.017	0.018	0.015	0.039
Sobic.002G307800	3.027	4.1	3.14	2.603	2.822	9.578	11.359	12.021	15.328	15.173
Sobic.002G307900	6.876	5.948	9.807	8.585	16.986	0.07	0.078	0.09	0.06	0.1
Sobic.002G308000	4.436	3.268	5.069	5.912	5.584	4.906	3.498	4.701	4.132	4.079
Sobic.002G308200	3.24	1.918	1.317	1.782	1.856	1.796	0.528	0.841	0.747	1.11
Sobic.002G308300	95.924	63.592	87.739	93.874	104.07	79.047	64.694	69.654	70.113	71.367
Sobic.002G308400	5.668	7.249	4.714	4.702	5.095	0.027	0.115	0.028	0.012	0.067
Sobic.002G308500	19.929	21.822	18.392	18.228	17.807	15.829	16.686	13.537	13.848	13.101
Sobic.002G308600	0.374	0.951	0.233	0.045	0.889	0.499	0.266	0.389	0.365	0.676
Sobic.002G308700	28.571	40.47	30.21	29.094	27.792	34.381	28.36	25.616	27.414	28.626
Sobic.002G308800	4.193	4.683	4.916	5.265	4.406	3.762	4.067	3.567	3.027	3.136
Sobic.002G308900	0.189	0	0.026	0.055	0.018	0.038	0.02	0.034	0	0.051
Sobic.002G309000	0.613	0.451	0.643	0.926	0.34	0.709	0.351	0.684	0.51	0.432
Sobic.002G309100	0.513	0.313	0.529	0.518	0.749	0.325	0.238	0.262	0.164	0.17
Sobic.002G309150	0	0.082	0	0	0.046	0.069	0	0	0	0
Sobic.002G309200	4.916	6.523	4.875	4.766	4.288	4.953	4.305	2.97	3.095	3.403
Sobic.002G309300	0	0.033	0.066	0.022	0.025	0.06	0.027	0.084	0.026	0.022
Sobic.002G309400	57.379	52.668	67.044	64.598	62.297	38.693	45.55	44.533	48.965	46.566
Sobic.002G309500	147.954	125.409	175.393	177.677	175.166	128.298	150.659	123.843	123.904	108.381
Sobic.002G309600	45.644	53.819	48.375	50.456	47.751	39.094	31.139	29.55	30.748	32.389
Sobic.002G309700	137.059	98.497	142.564	135.201	152.88	85.69	85.728	89.764	93.828	73.131
Sobic.002G309800	73.602	86.937	59.792	56.535	58.46	88.079	96.483	67.95	61.232	57.126
Sobic.002G309900	76.911	69.84	71.185	57.145	62.731	38.273	39.671	38.793	46.03	37.156
Sobic.002G310000	5.922	6.05	5.575	5.308	5.636	5.589	5.528	4.899	5.647	5.131
Sobic.002G310100	1.792	4.587	2.095	2.79	2.169	0.962	1.639	1.455	1.625	1.836
Sobic.002G310200	26.413	26.677	22.792	22.497	20.799	25.904	25.267	22.977	24.658	23.417
Sobic.002G310300	2.184	1.645	2.43	2.545	2.754	1.47	0.841	1.258	1.643	1.494
Sobic.002G310400	0	0	0	0	0	0	0	0	0	0
Sobic.002G310500	0.012	0	0	0	0	0	0	0	0	0
Sobic.002G310600	1.394	0.895	0.81	0.82	0.897	1.131	0.518	1.155	0.832	0.82
Sobic.002G310800	1.887	4.078	2.474	2.18	1.769	0.647	1.946	1.056	0.739	0.877
Sobic.002G310900	0.071	0.329	0.046	0.03	0.045	3.034	13.373	5.973	3.893	5.169
Sobic.002G311000	8.311	7.732	10.738	12.591	11.336	21.098	19.533	22.002	22.404	22.089
Sobic.002G311100	57.066	68.876	59.44	52.798	48.338	35.94	48.732	43.822	41.282	42.012
Sobic.002G311200	0.166	0.112	0.162	0.065	0.329	0.421	1.758	3.593	2.547	4.06
Sobic.002G311300	0.071	0.081	0.022	0.034	0	0.065	0.104	0.218	0.088	0.153
Sobic.002G311350	0	0	0	0	0	0	0	0	0	0
Sobic.002G311400	0.864	1.334	0.799	0.517	1.342	0.204	0.478	1.198	0.677	1.189
Sobic.002G311501	4.857	6.235	6.042	6.043	9.272	1.756	2.002	3.644	2.981	4.003
Sobic.002G311601	1.337	2.387	1.34	1.718	1.542	2.543	8.378	8.714	9.154	10.267
Sobic.002G311700	0.11	0.737	0.323	0.36	0.366	3.406	9.855	9.653	8.329	10.067
Sobic.002G311900	0.064	0.209	0.035	0	0.061	0.009	0.25	0.055	0.037	0.06
Sobic.002G312000	0	0	0	0	0	0	0	0	0	0
Sobic.002G312100	0.013	0	0	0	0	0	0	0	0	0
Sobic.002G312200	0.092	0.009	0.035	0.025	0.033	2.28	1.443	1.069	1.138	1.07
Sobic.002G312300	0.02	0.023	0.04	0.028	0.041	2.73	1.362	1.503	1.809	1.335
Sobic.002G312400	117.116	107.826	104.273	92.047	89.763	84.565	147.394	108.04	97.07	92.04
Sobic.002G312500	0	0	0	0.013	0	0	0	0	0	0.016
Sobic.002G312550	0	0	0	0	0	0	0	0	0	0.025
Sobic.002G312600	0.518	3.337	1.421	0.93	1.259	0	0.22	0.063	0.064	0.082
Sobic.002G312700	32.459	31.575	20.453	19.169	20.264	12.868	7.138	5.828	7.377	7.121
Sobic.002G312800	12.463	12.649	13.537	14.275	14.254	9.849	11.338	9.941	10.286	8.54
Sobic.002G312900	31.55	31.681	29.953	30.43	25.87	9.308	10.098	7.911	7.657	7.205
Sobic.002G313000	10.034	8.711	11.184	11.435	11.759	19.157	14.878	19.999	20.604	20.33
Sobic.002G313100	23.288	22.698	25.235	26.487	25.918	26.188	22.633	20.398	19.762	19.678
Sobic.002G313300	28.581	42.116	29.36	25.571	22.388	29.56	50.375	33.438	33.627	31.336
Sobic.002G313400	25.183	26.485	24.194	25.56	22.865	21.005	18.34	15.745	15.614	16.679
Sobic.002G313500	21.866	21.753	21.363	20.566	21.147	17.891	19.046	15.927	16.147	14.997
Sobic.002G313600	43.053	37.27	39.924	41.079	38.83	34.985	40.286	31.082	30.353	29.7
Sobic.002G313700	3.763	4.58	3.592	3.946	3.582	3.155	3.3	3.678	3.702	3.834
Sobic.002G313800	7.868	7.666	7.304	7.263	7.997	4.41	5.14	5.035	5.628	5.938
Sobic.002G313850	0	0	0	0	0	0	0.01	0	0	0
Sobic.002G313900	15.431	14.114	13.186	13.243	13.104	12.082	12.762	10.102	10.601	9.981
Sobic.002G314000	0	0	0	0.021	0	0.054	0.017	0	0.019	0.049
Sobic.002G314100	0.317	0.287	0.606	0.616	0.76	0.339	0.201	0.514	0.389	0.367
Sobic.002G314200	0.769	0.632	0.593	0.724	0.64	5.901	6.737	7.87	10.005	10.464
Sobic.002G314300	13.715	6.262	11.474	12.426	10.786	11.265	18.977	107.273	118.604	139.98
Sobic.002G314400	0.899	0.984	0.996	1.082	1.006	8.118	3.237	10.056	10.862	10.231
Sobic.002G314500	3.074	3.054	4.432	3.054	4.38	3.266	2.911	3.342	2.697	3.077
Sobic.002G314600	0	0	0	0	0	0	0	0.019	0	0.019
Sobic.002G314700	0.33	0.252	0.13	0.267	0.173	0.04	0.054	0.053	0.007	0.018
Sobic.002G314800	2.682	1.399	3.116	3.575	4.274	12.483	6.056	7.42	6.074	9.398
Sobic.002G314900	23.524	25.15	24.619	22.953	28.576	18.56	12.868	12.471	12.886	11.649
Sobic.002G314950	1.135	0.883	0.525	0.642	0.52	1.553	1.628	1.337	0.931	0.951
Sobic.002G315000	0.287	0.073	0.029	0.06	0.088	0.962	0.567	0.732	0.654	0.652
Sobic.002G315100	6.148	6.611	5.743	5.39	5.058	4.369	4.009	3.675	3.986	3.631
Sobic.002G315200	33.732	48.56	34.711	32.904	31.25	31.446	33.651	25.944	26.186	28.788
Sobic.002G315400	7.759	6.799	8.128	9.482	8.334	5.805	4.431	5.988	6.46	7.002
Sobic.002G315450	0	0	0	0	0.023	0	0	0	0	0
Sobic.002G315500	1.052	0.95	0.75	0.675	0.894	3.043	1.229	1.692	1.8	1.694
Sobic.002G315700	64.128	65.546	60.158	62.153	59.34	56.58	65.528	57.321	54.851	51
Sobic.002G315800	174.529	196.348	182.287	172.785	153.028	60.876	130.756	68.83	72.319	68.153
