Gene_ID	Roots_Control_full_fertilizer	Roots_Control_water	Roots_Ammonium_stress	Roots_Nitrate_stress	Roots_Urea_stress	Shoots_Control_full_fertilizer	Shoots_Control_water	Shoots_Ammonium_stress	Shoots_Nitrate_stress	Shoots_Urea_stress
Sobic.006G183301	0.014	0.026	0.023	0	0	0.328	0.126	0.285	0.169	0.166
Sobic.006G183400	31.34	37.332	32.956	36.14	35.614	11.871	24.949	11.843	10.026	10.897
Sobic.006G183500	7.417	8.115	10.845	10.731	11.282	8.289	6.417	6.716	7.143	6.484
Sobic.006G183600	8.288	6.709	7.071	6.462	8.269	21.886	16.591	17.378	15.694	15.292
Sobic.006G183701	0.283	0.431	0.116	0.237	0.148	0.739	0.69	0.641	0.178	0.472
Sobic.006G183800	13.666	14.406	9.05	11.528	11.884	13.367	10.096	5.972	6.457	7.896
Sobic.006G183900	3.05	2.301	3.447	3.828	3.402	0.152	0.139	0.158	0.068	0.163
Sobic.006G184000	0.011	0.013	0.034	0.008	0	0.155	0.034	0.099	0.032	0.117
Sobic.006G184100	25.228	18.952	19.28	17.929	17.94	78.172	42.223	45.667	37.177	36.923
Sobic.006G184200	7.351	6.298	6.513	6.57	7.616	9.58	8.686	7.032	7.1	7.402
Sobic.006G184300	10.951	2.893	2.155	2.635	2.546	9.019	1.433	1.521	1.705	1.719
Sobic.006G184400	1.543	0.659	0.83	0.571	0.915	0.311	0.697	0.659	0.547	0.585
Sobic.006G184500	7.886	9.34	5.855	5.323	5.618	11.893	11.936	7.836	7.978	8.643
Sobic.006G184700	0.023	0.012	0	0.035	0.042	0.024	0.04	0.013	0.049	0.048
Sobic.006G184800	0.05	0.04	0.081	0.049	0	0.27	0.087	0.082	0.032	0.018
Sobic.006G184900	31.84	32.234	37.471	37.42	36.539	25.457	25.134	26.378	27.372	27.266
Sobic.006G185000	5.306	2.831	1.949	2.186	1.974	0.603	0.643	0.404	0.387	0.382
Sobic.006G185100	19.753	21.859	20.584	20.984	20.27	18.399	29.601	22.261	23.881	25.012
Sobic.006G185150	0	0	0	0	0	0	0.056	0	0.062	0.054
Sobic.006G185200	8.434	10.702	8.28	8.067	7.179	6.481	6.934	5.961	6.897	6.769
Sobic.006G185300	0.019	0.129	0.03	0.044	0.078	2.239	3.089	1.7	0.933	1.14
Sobic.006G185400	0	0	0	0	0	0	0	0	0.036	0
Sobic.006G185500	2.696	16.862	3.72	2.847	2.379	11.347	19.397	6.75	4.656	4.712
Sobic.006G185600	0.208	0.07	2.167	1.559	2.802	2.106	1.261	27.853	18.344	29.023
Sobic.006G185700	22.817	22.682	25.477	25.274	24.047	17.032	21.039	22.171	22.152	22.057
Sobic.006G185800	0.788	0.768	0.484	0.501	0.677	37.536	19.054	20.711	15.856	18.119
Sobic.006G185900	34.198	37.94	31.858	32.05	35.45	3.275	12.643	5.68	5.217	7.051
Sobic.006G186000	10.563	23.877	7.106	8.041	7.26	11.426	9.919	4.216	1.352	2.743
Sobic.006G186100	1.053	2.011	0.828	1.024	0.905	0.426	0.359	0.337	0.155	0.198
Sobic.006G186200	0.151	0.184	0.049	0.079	0.122	0.122	0.066	0.148	0.158	0.133
Sobic.006G186300	2.89	1.119	1.999	1.55	2.44	6.129	3.251	4.667	4.145	6.778
Sobic.006G186400	10.649	11.259	10.53	10.396	9.221	8.555	9.474	6.851	6.326	6.468
Sobic.006G186500	0	0	0	0.02	0	0.605	0.751	0.709	0.765	0.963
Sobic.006G186600	10.084	10.478	9.98	9.535	8.873	12.418	13.179	10.643	12.314	10.631
Sobic.006G186700	33.028	31.109	30.219	34.377	43.06	64.339	46.461	85.314	104.99	149.935
Sobic.006G186800	4.294	4.427	3.926	3.678	3.892	5.789	5.959	4.436	4.292	3.729
Sobic.006G186900	0	0	0	0	0	0	0	0	0	0
Sobic.006G187000	9.454	8.299	9.246	11.434	11.657	13.268	8.322	11.319	11.106	14.724
Sobic.006G187100	48.591	53.028	54.946	50.58	45.924	36.096	56.667	46.85	42.016	36.624
Sobic.006G187200	61.937	92.715	58.616	52.473	54.729	15.142	37.788	22.09	20.127	19.799
Sobic.006G187300	0	0.042	0.009	0	0.026	0.06	0.038	0.01	0.014	0.037
Sobic.006G187401	0.057	0.056	0	0.113	0	0.059	0.346	0.332	0.327	0.477
Sobic.006G187500	10.617	13.155	7.63	8.646	9.356	7.966	9.469	5.125	5.365	5.729
Sobic.006G187600	0.665	0.431	0.465	0.387	0.507	1.515	1.136	1.616	1.023	1.52
Sobic.006G187700	0.127	0.076	0.051	0.079	0.136	0.165	0.031	0.062	0	0.032
Sobic.006G187750	0.042	0	0	0.066	0	0	0	0.081	0	0.033
Sobic.006G187800	2.309	4.64	2.032	2.413	2.521	8.069	5.946	7.4	7.738	7.508
Sobic.006G187900	6.423	5.339	4.23	5.332	4.337	1.188	0.637	0.541	0.466	0.512
Sobic.006G188000	1.171	1.528	0.729	0.812	0.823	5.455	12.48	7.958	7.015	7.65
Sobic.006G188100	1.755	12.471	3.652	6.002	2.899	27.861	63.034	29.549	26.09	23.542
Sobic.006G188200	3.088	3.73	1.667	2.109	1.762	13.728	13.747	40.561	47.938	56.241
Sobic.006G188400	0	0.073	0	0.035	0.085	0.248	2.804	1.57	0.828	1.039
Sobic.006G188500	16.6	19.103	20.462	20.266	18.132	13.415	16.813	15.04	15.99	13.783
Sobic.006G188600	2.224	1.452	1.455	1.091	1.421	1.59	1.116	1.482	1.415	1.57
Sobic.006G188700	2.312	1.648	1.446	1.88	1.884	2.868	3.005	2.595	3.242	3.31
Sobic.006G188800	10.133	7.407	6.842	8.341	8.368	11.462	11.384	10.281	10.283	11.369
Sobic.006G188900	1.784	2.193	1.318	1.118	1.88	1.189	1.708	1.833	1.817	2.433
Sobic.006G189000	0.546	0.836	0.639	1.034	0.694	3.546	3.845	3.658	3.596	3.69
Sobic.006G189100	1.249	1.445	1.23	1.463	1.336	1.713	1.444	1.626	1.342	1.655
Sobic.006G189200	1.008	1.057	1.403	1.227	1.309	2.874	3.987	3.624	3.746	3.402
Sobic.006G189300	0.044	0.025	0.051	0.161	0.044	0.156	0.09	0.15	0.081	0.135
Sobic.006G189400	0.051	0.029	0.076	0.032	0.081	0.089	0.131	0.104	0.119	0.092
Sobic.006G189500	0	0	0	0	0	0	0	0	0	0
Sobic.006G189600	0	0	0	0	0	0.396	0	0.052	0.045	0
Sobic.006G189700	0.518	0.832	0.529	0.343	0.506	2.168	2.403	2.037	2.214	2.437
Sobic.006G189801	0	0	0	0	0	0	0	0	0	0
Sobic.006G189900	0	0	0	0	0	0	0	0	0	0
Sobic.006G190000	7.655	24.35	4.102	6.069	5.749	0.274	4.57	1.501	1.306	3.474
Sobic.006G190100	1.156	4.946	3.034	3.071	2.813	0.839	5.546	4.439	2.404	6.271
Sobic.006G190150	0	0	0	0	0	0	0.036	0	0.019	0
Sobic.006G190200	0.314	1.527	0.913	0.601	0.996	1.955	5.149	2.774	2.356	2.749
Sobic.006G190300	0.331	0.331	0.27	0.536	0.454	0.03	1.012	0.329	0.298	0.381
Sobic.006G190400	0.626	0.881	0.596	0.679	0.542	1.576	1.392	1.181	0.99	1.104
Sobic.006G190500	20.004	1.64	0.376	0.309	0.734	1.444	0.914	0.102	0	0
Sobic.006G190600	6.633	1.811	2.487	2.766	4.156	5.029	1.087	1.083	1.378	1.511
Sobic.006G190700	0.162	0.507	2.437	0.827	5.601	0	0	0	0	0
Sobic.006G190800	0.086	0.112	0.153	0.096	0.212	0.048	0.108	0.107	0.055	0.097
Sobic.006G190850	0	0.032	0.051	0	0.072	0	0	0	0	0
Sobic.006G190900	0	0	0	0	0	0	0	0	0	0
Sobic.006G190950	0	0	0	0	0	0	0	0.005	0	0
Sobic.006G191000	1.916	1.299	1.283	1.32	1.207	1.233	0.34	0.415	0.471	0.365
Sobic.006G191100	26.483	35.285	27.201	22.109	20.616	6.714	12.376	7.274	7.404	8.613
Sobic.006G191200	4.764	5.25	5.306	5.701	5.04	6.613	5.136	5.137	5.462	5.081
Sobic.006G191400	1.228	0.764	1.401	1.809	1.568	4.107	2.706	2.086	2.706	2.387
Sobic.006G191500	1.031	2.257	1.533	1.415	1.716	16.997	33.568	35.255	39.429	43.7
Sobic.006G191600	2.371	0.872	0.76	0.697	0.649	3.234	0.342	0.519	0.796	0.502
Sobic.006G191700	19.928	14.306	20.841	22.115	23.234	28.959	20.251	21.813	21.184	21.246
Sobic.006G191800	38.99	21.081	38.265	33.462	55.539	49.649	25.357	50.21	50.694	59.527
Sobic.006G191900	5.9	4.948	5.179	6.154	5.55	3.822	4.76	3.965	4.667	4.96
Sobic.006G192000	0.164	0.17	0.209	0.134	0.088	1.549	0.449	0.571	0.606	0.583
Sobic.006G192100	5.809	13.647	10.706	16.059	11.37	3.418	7.831	7.572	23.038	15.067
Sobic.006G192150	0.25	0	0	0.109	0	0	0	0	0	0
Sobic.006G192200	6.771	8.553	7.428	7.429	6.402	7.828	8.995	8.334	12.924	10.293
Sobic.006G192266	0	0	0	0	0	0	0	0	0	0
Sobic.006G192332	1.096	2.042	0.985	1.051	1.423	2.741	1.742	1.017	1.117	1.544
Sobic.006G192400	0.346	1.126	0.528	0.423	0.931	0.362	0.072	0.172	0.183	0.223
Sobic.006G192500	88.237	96.858	88.503	89.277	87.473	22.679	30.076	26.163	31.77	32.358
Sobic.006G192600	0.833	0.967	1.048	1.346	1.262	0.471	0.478	0.782	0.671	0.587
Sobic.006G192700	24.991	33.192	27.994	27.249	27.015	16.328	34.83	18.872	19.401	17.126
Sobic.006G192800	4.009	4.23	5.005	5.164	5.216	11.713	9.151	10.556	10.041	9.108
Sobic.006G192900	1.861	1.134	1.113	1.009	0.783	0.024	0.092	0.068	0.094	0.129
Sobic.006G193000	1.855	0.774	0.888	0.727	1.022	0.794	0.571	0.461	0.327	0.313
Sobic.006G193100	17.474	12.233	17.051	21.379	22.533	21.809	14.432	16.327	16.956	17.063
Sobic.006G193200	3.569	4.242	2.683	1.786	1.807	16.625	9.77	10.276	9.795	10.682
Sobic.006G193300	9.726	8.666	12.283	12.192	11.849	6.573	4.705	4.925	5.484	4.574
Sobic.006G193400	0.454	0.396	0.462	0.642	0.555	1.918	1.755	1.584	1.394	1.462
Sobic.006G193500	14.854	15.84	17.339	15.471	16.281	37.228	33.166	29.185	26.181	23.839
Sobic.006G193600	8.939	17.562	10.837	10.511	9.014	10.541	26.904	14.538	11.095	12.49
Sobic.006G193700	0.067	0.06	0	0	0.013	0.087	0.368	0.063	0.06	0.077
Sobic.006G193801	0	0	0	0.014	0	0.017	0	0.018	0	0
Sobic.006G193900	34.951	32.3	29.88	25.779	29.632	18.848	44.598	24.307	20.453	26.453
Sobic.006G194000	29.724	14.404	11.824	11.934	13.582	7.319	10.039	5.245	4.534	5.383
Sobic.006G194100	7.191	4.384	3.794	2.861	4.124	4.106	4.816	2.788	2.463	2.58
Sobic.006G194150	10.885	6.112	2.346	1.832	1.8	12.124	5.19	3.576	1.789	1.858
Sobic.006G194200	21.344	16.274	7.519	7.593	7.637	22.124	10.811	10.331	6.066	6.867
Sobic.006G194300	4.542	3.068	1.89	1.55	1.931	4.147	2.059	1.426	0.661	1.054
Sobic.006G194400	26.142	28.102	27.236	25.846	25.294	32.618	28.873	26.855	28.811	25.932
Sobic.006G194500	12.65	17.142	14.236	11.432	12.231	13.711	19.928	11.513	11.498	10.656
Sobic.006G194600	0.063	0.028	0.037	0.027	0.006	0.087	0.037	0.089	0.095	0.04
Sobic.006G194700	2.402	2.222	1.62	1.539	1.62	1.94	1.23	1.335	0.827	1.183
Sobic.006G194800	0.053	0	0	0	0.029	0.029	0.029	0.023	0	0.028
Sobic.006G194900	0.151	0	0.021	0.022	0.081	0	0	0	0	0
Sobic.006G195000	0.009	0	0	0.023	0.029	0	0	0.008	0	0
Sobic.006G195100	1.392	0.521	0.511	0.493	0.655	0.837	0.967	0.244	0.128	0.273
Sobic.006G195200	0.385	0.262	0.255	0.209	0.28	0.504	0.898	0.765	0.714	0.854
Sobic.006G195400	1.372	0.626	0.602	0.597	0.804	0.896	0.819	1.295	0.793	1
Sobic.006G195500	3.695	3.243	5.268	5.227	4.949	2.181	1.209	2.622	2.891	2.849
Sobic.006G195600	0	0.027	0	0.019	0	0	0.024	0	0	0
Sobic.006G195700	26.753	29.798	29.254	25.817	24.833	23.987	32.32	26.824	31.085	25.508
Sobic.006G195750	0.147	0.117	0.129	0.126	0.143	0.135	0.176	0.162	0.126	0.189
Sobic.006G195800	91.185	146.34	104.448	81.526	83.274	18.952	22.661	39.641	21.544	30.876
Sobic.006G195900	0.013	0.055	0.066	0.039	0.037	0.068	0.049	0.079	0.061	0.064
Sobic.006G196000	0.383	0.419	0.685	0.722	0.781	2.552	1.897	1.432	1.283	1.423
Sobic.006G196100	0.086	0.116	0.18	0.024	0.03	0.094	0	0.168	0.163	0.14
Sobic.006G196200	55.161	67.224	40.698	43.072	53.043	43.13	32.262	24.984	21.354	24.116
Sobic.006G196300	23.635	22.336	24.084	24.621	22.828	17.71	20.636	16.038	15.869	15.883
Sobic.006G196400	4.834	3.798	2.353	2.255	2.359	0.024	0.047	0.032	0	0.009
Sobic.006G196500	1.54	1.437	1.792	1.739	1.652	1.162	1.086	0.805	0.994	0.97
Sobic.006G196600	0.886	0.861	0.921	0.935	0.884	1.674	1.144	2.152	1.617	1.837
Sobic.006G196700	0.188	0.052	1.094	0.357	0.45	0.074	0.17	0.716	0.09	0.062
Sobic.006G196800	0	0.012	0.016	0	0.013	0	0	0	0	0
Sobic.006G196900	3.171	6.213	3.836	3.794	3.792	18.492	18.49	16.416	16.247	16.137
Sobic.006G197000	8.851	13.437	10.116	7.719	8.774	19.879	14.869	19.915	20.101	19.08
Sobic.006G197100	9.138	11.1	8.697	9.342	10.973	0.031	0.099	0.055	0.028	0.103
Sobic.006G197200	0.03	0.131	0.024	0.049	0.047	0	0	0	0	0
Sobic.006G197300	5.385	8.138	7.137	6.907	6.297	41.674	58.559	51.134	65.323	46.411
Sobic.006G197400	0.038	0.076	0.037	0.041	0.031	0.174	0.136	0.193	0.217	0.152
Sobic.006G197500	0	0.021	0	0	0	0.02	0	0.038	0.017	0.01
Sobic.006G197600	4.233	4.248	4.647	4.777	5.051	7.764	7.101	6.149	5.695	5.984
Sobic.006G197700	0.579	0.582	0.802	0.664	0.534	10.424	6.065	9.732	12.606	8.985
Sobic.006G197800	30.198	35.244	21.136	19.684	21.048	16.536	17.042	9.777	8.838	10.881
Sobic.006G197900	0.21	0.047	0.182	0.278	0.246	0.095	0.148	0.077	0	0.08
Sobic.006G198000	0	0.045	0	0	0	0	0	0	0	0
Sobic.006G198200	0	0	0	0	0	0	0.027	0	0	0
Sobic.006G198300	18.02	17.346	19.284	17.669	18.01	50.577	56.023	52.546	52.179	45.414
Sobic.006G198400	2.382	2.564	2.785	3.123	2.79	2.895	2.015	2.912	2.95	3.363
Sobic.006G198500	59.697	50.586	82.287	74.85	86.924	73.748	132.477	327.395	296.72	334.908
Sobic.006G198600	11.818	13.138	15.191	16.606	15.665	6.101	5.097	5.58	6.413	5.666
Sobic.006G198700	0.733	0.594	0.525	0.555	0.488	0.043	0.028	0.012	0.016	0.029
Sobic.006G198800	294.657	175.911	353.752	311.122	433.726	0.596	0.272	0.411	0.438	0.497
Sobic.006G198900	1.965	1.658	1.441	1.811	1.709	0.898	1.564	1.368	0.992	1.007
Sobic.006G199000	54.511	91.407	67.415	53.158	50.173	34.25	72.39	37.958	36.703	33.551
Sobic.006G199100	4.79	10.545	9.278	6.243	4.498	0.327	0.862	0.413	0.14	0.357
Sobic.006G199200	24.24	25.418	25.095	23.253	21.991	11.859	15.023	12.34	11.156	11.96
Sobic.006G199300	0.025	0	0	0	0	0.052	0	0	0.024	0.027
Sobic.006G199400	0	0	0	0	0	0	0	0	0	0
Sobic.006G199500	0.009	0.019	0.007	0.007	0.019	0	0	0	0	0
Sobic.006G199601	0	0	0.007	0	0	0	0	0	0	0
Sobic.006G199700	0.045	0.313	0.106	0.094	0.13	0.277	0.46	0.279	0.153	0.139
Sobic.006G199800	2.198	8.161	4.778	4.401	4.672	0.62	0.895	0.843	0.954	0.811
Sobic.006G199900	2.352	2.72	1.866	1.755	2.364	0.519	1.204	1.012	0.834	1.222
Sobic.006G200000	19.032	17.048	19.116	21.324	18.83	10.665	11.114	11.513	11.332	11.03
Sobic.006G200100	0	0	0	0	0	0	0	0	0	0
Sobic.006G200200	0	0	0	0	0	0	0	0	0	0
Sobic.006G200300	0.007	0.065	0.011	0.009	0.008	0.007	0.008	0.012	0	0.006
Sobic.006G200400	0	0	0	0	0	0	0	0	0	0
Sobic.006G200500	4.69	7.327	5.449	4.677	4.777	12.198	15.097	9.844	10.908	8.625
Sobic.006G200600	35.461	36.571	33.648	31.952	33.628	31.623	41.704	30.644	30.197	29.414
Sobic.006G200650	0	0	0	0	0	0	0	0	0	0
Sobic.006G200700	13.607	14.946	15.995	17.745	16.77	13.528	13.772	13.271	13.717	13.799
Sobic.006G200800	3.64	2.744	3.896	3.422	3.572	6.495	5.25	6.002	9.729	7.744
Sobic.006G200901	25.59	20.414	26.477	24.619	25.703	24.948	28.461	27.999	25.974	24.255
Sobic.006G201000	5.535	7.685	6.344	6.259	7.052	0.166	0.267	0.237	0.158	0.299
Sobic.006G201100	0.132	2.069	0.273	0.183	0.218	0.373	1.153	0.172	0.035	0.06
Sobic.006G201200	0	0	0.024	0	0.032	0.093	0.053	0.06	0.019	0.016
Sobic.006G201300	4.62	3.891	4.479	4.929	4.643	8.307	6.49	9.372	9.24	9.025
Sobic.006G201350	0	0.008	0	0	0	0	0.007	0.006	0	0.006
Sobic.006G201400	84.399	140.699	163.174	126.766	162.745	97.435	106.027	143.278	167.662	158.016
Sobic.006G201450	0.082	0.028	0.023	0.069	0.031	0	0.028	0.08	0.107	0.028
Sobic.006G201500	117.849	83.069	126.897	131.334	168.653	91.131	77.566	92.514	92.075	93.837
Sobic.006G201600	0	0	0.01	0	0	0.039	0.025	0.06	0.085	0.035
Sobic.006G201700	3.659	6.628	4.588	2.882	2.789	0.991	5.439	3.188	2.622	3.399
Sobic.006G201800	16.923	16.7	16.7	15.033	15.322	12.893	11.918	9.473	8.796	9.125
Sobic.006G201900	0.371	1.038	0.694	0.62	0.572	2.463	2.413	1.596	1.254	1.686
Sobic.006G202000	1.176	2.491	1.712	1.651	1.714	3.501	3.994	2.286	2.231	2.481
Sobic.006G202100	0.43	0.517	0.507	0.265	0.582	0.849	1.164	0.363	0.516	0.773
Sobic.006G202150	0.702	1.585	0.851	0.474	0.614	2.103	1.463	1.39	0.979	1.401
Sobic.006G202200	80.312	75.538	81.865	86.429	84.996	66.54	61.626	52.924	53.019	50.382
Sobic.006G202300	3.184	6.246	14.888	10.763	12.942	3.315	14.188	86.436	56.894	90.817
Sobic.006G202401	2.45	2.717	1.881	1.764	2.07	1.887	1.28	1.881	2.081	2.85
Sobic.006G202500	12.346	7.296	15.054	12.973	11.917	1.821	3.108	5.68	2.339	4.762
Sobic.006G202600	2.38	2.373	3.87	3.487	4.901	0	0.011	0.077	0.02	0.059
Sobic.006G202700	0.471	1.034	0.901	0.97	1.12	0.388	0.295	1.526	1.275	1.346
Sobic.006G202800	4.416	3.602	3.411	4.077	4.125	8.25	7.258	5.576	4.504	5.589
Sobic.006G202900	0	0	0	0	0	0	0	0	0	0
Sobic.006G203000	0.333	0.13	0.419	0.159	0.232	0.062	0.281	0.137	0.123	0.085
Sobic.006G203100	25.149	20.529	23.022	22.18	23.856	16.937	18.669	13.905	14.074	13.897
Sobic.006G203200	0.168	0.201	0.168	0.106	0.182	0.624	0.614	0.585	0.539	0.677
Sobic.006G203300	13.705	15.292	14.612	13.962	13.617	12.576	14.545	11.33	11.129	10.341
Sobic.006G203400	0.238	0.194	0.214	0.274	0.247	10.277	9.579	8.941	7.753	9.251
Sobic.006G203600	6.276	16.074	12.027	9.139	10.219	7.85	17.604	16.325	11.812	12.488
Sobic.006G203700	1.032	0.461	0.925	0.818	0.581	0.571	0.39	0.522	0.622	0.617
Sobic.006G203800	0	0.006	0.005	0.005	0.013	0.006	0.012	0	0	0.022
Sobic.006G203900	60.615	47.828	65.681	64.052	65.934	61.51	78.991	69.473	68.162	63.947
Sobic.006G204000	0.143	0.276	0.194	0.389	0.134	159.964	40.501	97.499	90.252	83.627
Sobic.006G204100	2.296	2.421	3.362	3.431	3.085	43.131	11.904	29.193	39.31	28.442
Sobic.006G204200	4.356	3.956	3.474	3.959	3.74	13.833	5.839	7.576	9.815	8.904
Sobic.006G204300	4.133	4.654	4.945	3.867	3.489	3.271	4.926	3.57	2.491	2.76
Sobic.006G204400	1.764	2.184	2.18	2.453	2.202	10.394	8.827	11.849	13.8	12.173
Sobic.006G204500	6.905	3.97	7.92	6.549	7.079	58.542	27.623	51.301	44.814	49.281
Sobic.006G204600	0.505	0.713	0.63	0.684	0.614	3.938	2.011	2.628	2.627	2.397
Sobic.006G204700	3.268	3.716	3.51	3.388	3.524	3.961	4.623	3.121	3.3	3.286
Sobic.006G204800	5.981	6.47	6.314	6.539	5.834	5.08	5.449	5.026	5.221	4.508
Sobic.006G204850	0.023	0	0	0	0.028	0	0	0	0	0
Sobic.006G204900	41.835	57.353	42.581	41.174	36.805	44.819	42.26	35.416	36.285	33.425
Sobic.006G205000	0.322	0.534	0.664	0.55	0.439	1.96	2.73	1.813	1.258	1.174
Sobic.006G205100	30.544	82.447	35.498	35.193	31.459	51.371	99.7	45.751	73.968	48.595
Sobic.006G205200	3.118	3.872	1.735	1.197	1.842	6.628	10.475	4.844	4.798	5.004
Sobic.006G205300	0.038	0	0	0	0	0	0	0.041	0.035	0
Sobic.006G205400	0.011	0.017	0.017	0.032	0.023	0.005	0	0	0	0.004
Sobic.006G205500	1.69	1.98	1.755	2.385	1.883	0.02	0.474	0.214	0.284	0.322
Sobic.006G205600	2.756	0.742	1.705	1.562	1.97	1.321	0.681	0.894	0.666	0.392
Sobic.006G205700	14.627	6.248	11.497	13.929	13.586	0.014	0.039	0.054	0.014	0.087
Sobic.006G205800	0.139	0.116	0.08	0.104	0.139	0.078	0.023	0.053	0.091	0.104
Sobic.006G205900	0	0	0	0	0	0	0	0	0	0
Sobic.006G206000	15.438	20.155	12.561	10.137	14.855	5.242	4.383	5.393	4.53	6.903
Sobic.006G206100	0	0	0	0	0	0	0	0	0	0
Sobic.006G206200	5.738	6.056	7.071	7.9	7.092	2.87	3.221	3.158	3.476	2.805
Sobic.006G206400	0	0	0	0	0	0	0	0	0	0
Sobic.006G206500	0	0	0	0	0	0	0.055	0.015	0	0
Sobic.006G206600	0.445	0.404	0.459	0.565	0.449	0.546	0.305	0.646	0.6	0.458
Sobic.006G206700	34.134	31.24	15.989	17.057	15.264	16.049	49.547	26.589	14.58	22.312
Sobic.006G206800	36.985	22.418	31.499	35.494	41.332	45.244	33.27	29.441	33.73	31.484
Sobic.006G206900	0	0	0	0	0	0	0	0	0	0
Sobic.006G207000	0.116	0.275	0.113	0.028	0.057	0.304	0.107	0.103	0.154	0.182
Sobic.006G207100	0.071	0.3	0.266	0.259	0.145	0.089	0.017	0.37	0.522	0.597
Sobic.006G207200	46.046	44.09	48.942	48.254	50.822	46.669	45.51	31.923	32.648	32.077
Sobic.006G207300	9.685	12.798	8.779	9.028	8.965	5.613	5.827	4.758	5.264	5.407
Sobic.006G207400	83.452	77.36	88.27	91.936	98.696	74.109	93.66	76.355	77.473	75.782
Sobic.006G207500	9.875	11.153	10.144	8.277	9.777	13.827	15.469	14.172	13.786	11.662
Sobic.006G207600	44.761	42.115	42.116	42.453	40.017	30.836	35.936	29.86	29.853	28.421
Sobic.006G207700	1.693	2.261	1.76	2.034	1.967	5.252	4.691	4.396	5.198	4.559
Sobic.006G207800	4.664	4.186	5.628	5.661	5.352	53.162	49.649	53.911	52.703	58.36
Sobic.006G207900	11.012	12.182	14.916	13.525	14.306	6.54	8.108	7.864	6.227	6.336
Sobic.006G208000	0.713	0.255	0.745	0.946	1.198	1.17	0.301	0.454	0.553	0.742
Sobic.006G208050	0.495	0.305	0.358	0.388	0.546	0.636	0.383	0.222	0.215	0.291
Sobic.006G208100	0.507	0.333	0.185	0.14	0.322	0.089	0.044	0.08	0.073	0.077
Sobic.006G208200	6.764	5.099	4.337	5.328	4.399	3.064	1.263	1.247	1.465	1.214
Sobic.006G208300	5.012	3.633	6.127	6.343	6.84	0.861	0.916	0.906	1.092	0.821
Sobic.006G208400	14.558	12.948	14.136	14.624	13.138	11.118	7.943	8.296	9.173	8.993
Sobic.006G208500	86.457	85.656	101.602	106.868	100.246	67.771	64.53	69.971	70.587	67.347
Sobic.006G208600	0.6	2.582	1.743	0.817	2.637	5.217	8.36	64.905	43.057	68.605
Sobic.006G208700	0.308	0.438	0.381	0.296	0.27	2.79	1.069	1.844	1.658	1.87
Sobic.006G208800	6.164	8.25	10.543	9.156	7.582	7.477	7.333	9.67	10.071	12.198
Sobic.006G208900	65.12	70.774	60.047	57.57	54.839	50.521	66.704	52.399	50.29	50.977
Sobic.006G209000	3.656	11.572	3.109	2.404	3.257	0.042	0.15	0.103	0.068	0.037
Sobic.006G209100	0	0.083	0	0.03	0.035	0	0	0	0	0
Sobic.006G209200	0.151	1.936	1.359	0.657	2.442	0.046	0.023	0.035	0.011	0.03
Sobic.006G209300	0.871	3.544	1.953	1.224	2.03	1.101	1.079	0.628	0.734	0.754
Sobic.006G209400	23.37	28.97	19.288	18.498	17.331	16.594	30.471	20.754	19.855	22.677
Sobic.006G209500	50.665	59.216	54.818	49.065	46.687	43.767	79.033	50.151	48.111	45.5
Sobic.006G209600	1.04	0.849	0.896	0.944	1.059	1.243	0.463	0.617	1.02	0.706
Sobic.006G209700	11.427	13.179	12.079	10.135	10.382	14.252	18.405	15.59	15.968	13.905
Sobic.006G209850	10.326	16.081	11.286	11.583	12.184	13.714	11.505	8.263	9.78	9.908
Sobic.006G210000	6.45	10.595	7.32	6.733	6.31	7.436	8.226	6.172	6.008	6.083
Sobic.006G210100	5.783	8.101	4.901	4.932	5.15	8.346	5.216	3.653	3.719	4.113
Sobic.006G210200	8.608	10.166	7.871	7.456	7.1	10.618	9.01	7.298	8.139	7.722
Sobic.006G210233	0	0	0	0	0	0	0	0	0	0
Sobic.006G210266	0.023	0	0	0	0.028	0	0	0	0	0
Sobic.006G210300	3.857	3.829	2.753	2.865	2.597	1.119	4.105	1.411	1.094	2.158
Sobic.006G210400	2.232	1.902	1.752	1.883	1.645	22.011	17.307	29.16	38.174	28.396
Sobic.006G210500	0.012	0	0.011	0.011	0.074	0.013	0	0	0.012	0.011
Sobic.006G210600	0.331	0.213	0.328	0.392	0.366	0.606	0.194	0.394	0.446	0.393
Sobic.006G210700	19.199	21.958	16.798	17.33	18.04	13.25	15.807	11.121	10.346	11.051
Sobic.006G210800	18.225	8.734	12.647	11.847	12.165	139.906	44.723	80.43	84.849	66.77
Sobic.006G210900	7.243	10.444	6.333	6.849	6.736	0.848	1.238	0.967	0.783	1.111
Sobic.006G211000	1.362	1.916	0.925	0.711	1.092	9.409	11.962	10.84	8.289	10.092
Sobic.006G211100	10.683	11.352	13.463	13.549	13.689	9.043	8.469	8.019	9.028	8.153
Sobic.006G211200	16.555	13.83	19.588	17.978	19.157	16.665	21.071	16.769	18.266	13.302
Sobic.006G211300	7.506	11.384	6.524	7.465	5.508	0.83	2.959	1.637	1.599	1.932
Sobic.006G211400	0	0.009	0	0.015	0	0.579	2.37	0.375	0.601	0.981
Sobic.006G211500	4.519	12.562	11.53	10.903	10.312	9.658	9.151	7.524	7.781	8.488
Sobic.006G211600	0.349	0.199	0.24	0.285	0.286	0.218	0.128	0.2	0.092	0.1
